Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
it also came as the former minister in charge of sydney s olympic bid revealed he was asked to offer bribes in exchange for votes.,99,0.006144370990631983,61,-0.17466953135608396,0.00466345769989456,0.9392113823447527
bruce baird the former new south wales minister said he refused.,13,0.002073054901592854,34,-0.003923775519219692,0.0037104132762021767,0.9016171199036627
asked whether atlanta s victory in the vote for the games was clean hodler said certainly not.,122,0.007173275466498861,36,-0.3295260364193289,0.004427170013191728,0.9081059209630075
john krimsky deputy secretary general of the u.s. olympic committee disputed hodler s assertion.,164,0.0024090872538074216,71,-0.022827685980325838,0.004186831958935432,0.937198751098865
there is no basis for the charges against atlanta at this point krimsky said.,13,0.0017738717737199254,30,-0.03944202493808417,0.0040871544031263266,0.8796830805171526
all these issues should be put to the ioc review commission.,90,0.0026319195736126803,27,0.013465428266415103,0.004535217142275995,0.6396653502022576
hodler also leveled allegations against the head of the athens bid which lost to atlanta in the vote.,141,0.004704798249545338,49,-0.12842324047452308,0.004723401353318699,0.9277622073063001
hodler said he overheard spyros metaxa a wealthy greek businessman who led the bid describing samaranch and ioc members as stupid for imposing restrictions on the bidding process.,225,0.0019229411994650142,118,-0.06604814027082873,0.004471348250110663,0.9614365050328721
for me there is only one purpose winning the games hodler quoted metaxa as saying.,69,0.0029404164275314685,31,-0.0564694660691556,0.0038875582095935337,0.8986751183618286
i will do whatever is necessary to win the games if it costs me dlrs dlrs million or dlrs million.,118,0.0027022529025518393,37,0.035847502896324296,0.003511122233269752,0.9245999172461739
hodler said he didn t know of any misconduct in athens successful bid for the games.,113,0.0024755776021751622,43,-0.009625771111521391,0.004176255523583871,0.9029306173704582
asked whether sydney s election for the games was clean hodler said i would be surprised.,96,0.00563796616511757,40,-0.2722274754855079,0.004589557862893221,0.9111241221880455
i know what happened,1,0.004132231404958678,6,-0.001210651512427359,0.0032647171283145104,0.6662009156369364
but i don t want to disclose it.,10,0.0022682215393246613,11,-0.055016161484483746,0.0033247109288117123,0.77764328711208
i can t imagine that sydney is different from the others he said.,11,0.0022945526329688566,13,-0.07321441755673928,0.0033954108538808364,0.472087306663461
sydney pretends it is completely clean clean clean.,56,0.0028902101393980663,38,-0.21033713627580636,0.003605241744219419,0.9045269144551338
the committee which won the games for nagano certainly had to do things which are not legitimate hodler said.,123,0.00413875131429767,44,0.010478937538018764,0.0044095027615035885,0.8980808627686394
hodler contested the argument by the current salt lake organizing committee that it was not directly involved in the controversial scholarship program and that the onus was on former bid chief thomas welch.,301,0.0048929996441167516,122,0.26500154645483404,0.00474748810197675,0.9594950754853441
yesterday the lawyer of salt lake city said everything had been done by tom welch who is not there any more.,159,0.004064326017016172,35,0.30058712839362145,0.004172935346372919,0.9128650529051411
we know nothing.,1,0.004132231404958678,0,0.0,0.0006309337914645932,0.3333333333333333
my experience is that this is not true.,4,0.004132231404958678,14,-0.002974075439739879,0.003694271888826247,0.7763982051926153
the controversy centers on scholarships including tuition assistance and athlete training programs paid to relatives of ioc members by the salt lake bid committee.,279,0.004873089678512094,114,0.31798438200860984,0.0045662914804123905,0.9599991893716632
from to the committee under the direction of welch spent nearly dlrs on scholarships to individuals six of them relatives of ioc members mostly from africa.,171,0.004703182573031687,76,0.2297283750176409,0.004595717933833082,0.9409423317914319
the current sloc president frank joklik was chairman of the bid committee at the time.,151,0.0056053134250893255,55,0.13582873714294116,0.004366739741891521,0.9269687053640289
sloc vice president dave johnson was also a high official on the bid committee.,147,0.0040474536345911265,52,0.13839269943432697,0.004494931778560652,0.9311960851961734
hodler said the blame shud be on those who put pressure on salt lake to offer the scholarship funds.,191,0.003670250363174924,54,0.16513667776524993,0.004447842545865406,0.9201735145324952
nobody blames salt lake city he said.,141,0.005255690306715338,17,0.36870943996225614,0.003831044142145997,0.8595912706637882
we blame those voters who can be bought not salt lake city.,144,0.0033324369448619294,25,0.27547622073346945,0.00423240363926237,0.8998843401875264
they were a victim.,2,0.0022703102842488356,6,-0.012134793283052727,0.0029643366894998944,0.664461011802796
we should thank them for not paying money only scholarships.,3,0.001786201708416008,19,0.11844697751401065,0.003806827709954677,0.823817439480399
joklik on saturday denied any payment for votes.,31,0.004645883367487609,29,-0.09224217204682411,0.0042001172651231055,0.8807490691569022
i don t even know what agents are he said.,8,0.003887702011131857,8,-0.23774164064852463,0.003077140052337047,0.4456926209402536
the mayor of the japanese city of nagano site of the winter olympics denied allegations that city officials bribed members of the international olympic committee to win the right to host the games.,259,0.008335604006984918,119,0.03849267346192923,0.004698149440926678,0.7113570009482236
nagano mayor tasuku tsukada was responding to allegations by marc hodler the swiss member of the ioc executive board of systematic buying and selling of the olympic games.,307,0.00522722839588319,110,-0.18935600140178693,0.00458032712797443,0.9615916938197328
i have never heard of such a thing tsukada told the associated press sunday.,21,0.003037870426025047,31,-0.01144631103665153,0.004148231767035223,0.8990646443930046
as far as nagano is concerned we haven t done anything wrong.,14,0.0016822168771026312,23,0.008097494792380628,0.004067653688402723,0.844169741200417
we were selected as host of the olympics through our efforts.,22,0.0021504877983624998,23,-0.05170227983369903,0.004325278149010477,0.6792409043533766
we can t believe that mr. hodler has made such a statement he said.,64,0.0030873150734519834,21,-0.17315156543600954,0.004396547181990316,0.6107548825293456
tsukada was vice chairman of the japanese committee to invite the olympics to nagano.,84,0.0035501169162851062,56,0.0679526920453676,0.004001749214697303,0.9220594007684757
nagano has been criticized for spending a large amount of money to win the games.,47,0.003929922389148718,43,0.05103636170978793,0.004372821720159372,0.9112542027285488
sports nippon a leading japanese sports newspaper said more than billion yen dlrs million of the money nagano spent to bring the games there has not been accounted for.,66,0.0027506285627413077,90,0.021298852854095055,0.004151927139880726,0.7244943928448623
japan olympic committee has warned cities seeking to host the games in the future that they should not entertain ioc members excessively the newspaper said.,197,0.004593451847987306,85,0.017733965575739714,0.004763942257687037,0.9529575135096844
holder s accusation might effect the invitation activities for the summer olympics by osaka japan s second largest city the paper said.,67,0.0020208105849729248,78,0.01841490910743025,0.004432749858814931,0.9442173885892199
osaka is competing with beijing china and other cities for the right to host the games.,26,0.0019399686567002996,38,-0.00878919625692867,0.003833419606712067,0.912943950733915
nagano became the first asian city to host the winter games since sapporo japan played host to the games.,112,0.0037013488743817074,54,0.0517579421989838,0.003885125855044736,0.9402825442360653
eighty eight ioc members took part in a secret vote in to decide who would host the games.,143,0.0035803777267258328,43,-0.08208409077979145,0.004701281808749975,0.922964639733016
nagano led in each of the five rounds beating out salt lake city votes to in the final ballot.,156,0.0034764425887999543,46,0.1263360997063198,0.004244560191081975,0.9274866542353207
swiss ioc executive board member marc hodler said sunday he might be thrown out of the international olympic committee for making allegations of corruption within the olympic movement.,393,0.007632463618025018,117,-0.23731589946066456,0.004766966604582524,0.5072022835462092
asked whether he might resign hodler said no i don t resign.,82,0.004103712712332716,24,-0.2455880533017613,0.003780385719340272,0.856578613919522
but maybe i will be expelled.,0,0.0023781473295452797,5,-0.0894876894880035,0.0018689975609564576,0.666160521822061
you never know.,1,0.004132231404958678,0,0.0,0.0006309337914645932,0.3333333333333333
hodler who made the allegations saturday said he has since been muzzled by ioc president juan antonio samaranch.,215,0.005669779930697001,66,-0.29978843815709694,0.004301484917033064,0.7260494975268742
his comments came as the leader of the salt lake organizing committee apologized sunday for the alleged rules violations during the city s successful bid for the winter games.,261,0.006862644620423312,101,0.28225255116125864,0.004811297280727976,0.9552481361957705
the ioc meanwhile said it was prepared to investigate allegations made by hodler of bribery in the selection of olympic host cities.,206,0.005853163526785998,73,-0.16782278133435488,0.0046828083342211925,0.9408569633881781
frank joklik th graf pvs the senior olympic official who leveled stunning allegations of corruption within the ioc said sunday he had been muzzled by president juan antonio samaranch and might be throw out of the organization.,264,0.005326920436770896,133,-0.1340767914167126,0.004576566356496483,0.9668643760599948
marc hodler the swiss member of the ioc executive board said samaranch had ordered him to keep quiet.,272,0.006071273965671914,57,-0.2243600099179363,0.004382078798740244,0.9305591285670074
he said he was told not to appear at a scheduled routine news conference.,9,0.0021583371354106104,33,-0.00837746595543804,0.0041618190461765155,0.8838941605963749
asked whether he might resign hodler said no i don t resign.,82,0.004103712712332716,24,-0.2455880533017613,0.003780385719340272,0.856578613919522
but maybe i will be expelled.,0,0.0023781473295452797,5,-0.0894876894880035,0.0018689975609564578,0.666160521822061
you never know.,1,0.004132231404958678,0,0.0,0.0006309337914645932,0.3333333333333333
hodler was rd graf pvs lausanne switzerland ap ioc president juan antonio samaranch on sunday promised to expel any members if they are found guilty of accepting bribes.,250,0.0055879641516823255,111,-0.1564105808030909,0.004460543581880639,0.9636164640327893
samaranch said he was surprised at the allegations of corruption in the international olympic committee made by senior swiss member marc hodler.,261,0.007434216216740947,98,-0.25423520363599095,0.004678469078338006,0.9446878053284621
but he said the allegations would be considered by a special ioc panel looking into alleged rules violations by the salt lake group which won the winter games.,212,0.005467031703078336,78,0.16780489031713902,0.004772891292117231,0.4253486287483871
if it is necessary we will expel members if this commission feels these members are guilty samaranch said at a news conference.,65,0.0049509877882491435,61,-0.08217787246169683,0.00464294452741202,0.9274652640151585
after we get the recommendations of the panel we will take the measures necessary to arrange the problem.,14,0.0024552699826084603,40,0.007514543082851937,0.0041376344550426505,0.8785093772373574
samaranch said the ioc was intent on protecting the integrity of the organization and the olympics as a whole.,123,0.0025998682075673066,53,-0.0887638914806914,0.004288247420457598,0.9109711329865146
if we have to clean we will clean he said.,30,0.0019466010461947542,10,-0.20251210393765035,0.0030863806066874656,0.7776122106475875
after the ioc will be even stronger than before.,79,0.0013150157254275445,9,-0.014900188231347448,0.0041712789032515695,0.44201337490338816
samaranch said he was taken aback by hodler s allegations which were made to reporters saturday.,97,0.003980543040925968,50,-0.24686323981435837,0.004204410342316414,0.9119976133266957
