Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"Victories, more than time, had healed the malice toward Knoblauch 
and he could play second base without earplugs.",46.0,0.0016242096450954195,45,-0.029882177125980767,0.001974365894712821,0.7349709299791853
"When the Yankees defeated 
the Indians, 9-5, in Game 6 on Tuesday night to advance to their second 
World Series in three years, Knoblauch was easily the most relieved 
player on the field.",70.84,0.00291520621591385,94,0.006896945185923166,0.0021162912434496365,0.5337527851229579
"The awful mistake that he had made in Game 2 
would be forgotten.",26.68,0.001602198617122622,27,-0.042407574916172835,0.0020147070067713943,0.7075043689417728
"The Yankees had won the pennant, and Knoblauch 
was celebrating as much as anyone.",4.6000000000000005,0.0023904292730834035,34,-0.028760992557461215,0.0017031249148814975,0.7018895633763232
"``To have them act like that toward 
me was tremendous,'' said Knoblauch, about the response that he received. 
",10.120000000000001,0.0006450532676363845,37,-0.016149385272903903,0.0017597714630589875,0.7062117264184696
"``It was a great feeling, and it really helped me out.''",13.8,0.0007836703963521189,16,-0.00028205109095719,0.0019052387637448311,0.6609220541221981
"Knoblauch 
was wearing a cap that declared the Yankees champions of the American 
League in 1998; Champagne dripped off the brim as he spoke.",16.560000000000002,0.0011073943985763694,79,-0.011421041667958327,0.00198789023174111,0.759790514263607
"He did 
not look up, but continued to talk about how he had learned a lot 
by being vilified after making a mistake that Little Leaguers are 
expected not to make.",58.88,0.003854227395672634,54,-0.02389037655767597,0.0019097322725336824,0.7472018228031096
"``Just to face things and take it like a man 
and answer all the questions, although they're tough,'' Knoblauch 
said.",34.96,0.0021839218094403218,40,-0.017306446437968644,0.001994586643610011,0.7298209202110252
"``You see what you're made of when you have to bounce back from 
something like that.",27.6,0.001674287242352142,14,-0.026672839343736793,0.001979068833800236,0.6145050356151824
That's basically what I learned.'',0.92,0.0010011275493664277,14,-0.001145281366479076,0.0015823079353451982,0.620677859702899
"If the Yankees 
had lost the ALCS, even some of Knoblauch's teammates had said that 
he would be branded as the villain for failing to pursue the ball 
that glanced off Travis Fryman's back while he was running outside 
the baseline.",66.24000000000001,0.0015104089514284128,90,-0.06226552330425013,0.002009207631104818,0.76421670979128
"Knoblauch had argued with the umpire while the go ahead 
run scored from first and the Indians won, 4-1.",54.28,0.0025441626382429225,46,-0.03473718257064937,0.002065661085514011,0.7355287130244268
"Now Knoblauch can 
watch television and read the newspapers again without getting queasy. 
",12.88,0.0008512035568323206,43,-0.010167467539705311,0.0017026931551711944,0.7206723223486917
"``That's huge for him,'' David Cone said.",2.7600000000000002,0.001716007720003724,13,-0.0048828223471428294,0.001795275124649636,0.6597132953745226
``That's huge for me.,2.7600000000000002,0.0011379310344827587,4,-0.00016669609172234725,0.0014871903100163169,0.5084271485695446
"I 
let them back into the game, and that would have been a tough one 
if they would have come back and beat us.",109.48,0.0017608979566571539,21,-0.03930034527052328,0.0020639889972665472,0.6486138527600251
"And Knobbie, I'm sure he's 
feeling a lot better now.''",11.040000000000001,0.0019267670160763198,14,-0.008717282321564851,0.0017985146343964995,0.6454213725392757
"Knoblauch, who had two hits in five at-bats, 
was working on his second bottle of Champagne five minutes after reporters 
were allowed into the clubhouse.",13.8,0.0016155531334149558,68,-0.05514916343075663,0.0020523583749303157,0.7475424951351112
"He flashed the sort of smile that 
he had not shown too much recently and, now that the Yankees are in 
the World Series, Knoblauch should expect to be teased often about 
his mistake.",26.68,0.0015829300075147735,71,0.04183949147363989,0.002080113684941853,0.7530990525281028
"``Maybe if we go all the way, we'll do that,'' Derek 
Jeter said.",4.6000000000000005,0.0010614994339498542,10,-0.03949074031415299,0.0012044665520703263,0.6143253361392056
"``I don't know what I'll say, but I'll think of something 
good.'' 
 
",33.120000000000005,0.0014328078856258289,4,-0.05490149826087133,0.0018926298747582065,0.5071648883397973
"Hours after Darryl Strawberry was released from Columbia Presbyterian 
Medical Center Friday, he spoke happily about being able to play with 
his two young children, joked about eating a small amount of chicken 
and potatoes and sounded relieved to be at home in Fort Lee, N.J., 
instead of in a hospital.",73.60000000000001,0.0019835938722372825,154,-0.016221405672632628,0.001977506114382287,0.7785374463403372
"``I'm really feeling good,'' said Strawberry, 
in a telephone interview.",25.76,0.0024418277199539148,36,-0.03726694760312303,0.0019346795015545693,0.7072929436998109
"``It's nice to be home with the kids and 
to just kick back.",43.24,0.0013235496490192251,19,-0.021608456633527177,0.0019868662736755318,0.686943837987215
That's all that I'm going to do.,3.68,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"This feels good.'' 
",16.560000000000002,0.002110895152236174,8,-0.05107152518788955,0.0018785413172528445,0.615483124326365
"Strawberry, who underwent surgery to remove a cancer from his colon 
on Oct. 3, said he will remain in New Jersey for another 10 or 12 
days before returning home to Rancho Mirage, Calif.",53.36,0.0013885995988990236,93,-0.01868169522495307,0.0017872104185753899,0.6787169671457656
"The 36-year old 
outfielder, who lost a significant amount of weight from his 215-pound 
frame, said he does not have enough strength to attend any of the 
World Series games and is content watching his teammates play the 
Padres on television.",51.52,0.002074929529456915,126,0.02551501431190052,0.002122454696884059,0.7709502266252368
"``My heart is with them,'' said Strawberry, 
who spoke to several Yankees after they won the American League championship. 
",19.32,0.0030222719719079968,56,-7.200428296350293e-05,0.0020143512505405503,0.49334865447370113
``I'm just going to relax at home and watch the game.,92.92,0.0014202383537531263,18,-0.02857650642593468,0.002001392628136043,0.515284468649258
"I'm looking 
forward to it.",5.5200000000000005,0.001896551724137931,7,-6.4020806522181e-07,0.0015516583149958471,0.5317545097300435
"I may not be there, but it'll feel like I am.''",15.64,0.0010000103541107778,4,-0.019986328345981068,0.001651955529063347,0.5331627042360655
"Paul 
O'Neill echoed the sentiments of many Yankees by saying, ``Everything 
we're going through is game.",65.32000000000001,0.0010636401828908258,34,-0.02823789125136885,0.0018591718903861146,0.7161698381951854
This is his life.,1.84,0.0009982954545191796,4,0.003712741389941914,0.0016505612549378304,0.5324939510642646
"Any time we get some 
good news about Darryl it's uplifting.",34.96,0.0015839255865563418,27,-0.03443185157635182,0.0019685936106429544,0.7093380416132543
"We're all praying for him.'' 
",0.92,0.001896551724137931,4,-3.0383871902915084e-06,0.0009392450724659737,0.5298333126830774
"Since cancerous cells were found in one of the 36 lymph nodes removed 
from his abdomen during the operation, Strawberry said doctors told 
him he will need six months of chemotherapy treatment once he returns 
to California.",25.76,0.0016703557034171083,112,-0.0075135090213999545,0.0016496333425586236,0.7673156687143178
"The 36-year-old outfielder said doctors told him he 
will need one treatment of at least one hour a week.",24.84,0.0020013122321656147,48,-0.013127775313105217,0.002003028639369493,0.7389266408723483
"``I was never 
scared,'' said Strawberry.",0.92,0.0015302537177714409,16,-0.004600104434032982,0.0012972250574388954,0.4784129137735709
``I was more emotional than anything.,0.92,0.001896551724137931,9,2.17042266220842e-06,0.0012729859618144383,0.5317545097798283
"At 
the time of it, I had played for a while with this.",22.080000000000002,0.0017748009175587735,8,-0.025823050181078184,0.0020653303838179173,0.5967962062746949
"I wanted to keep 
playing because I knew we were going to get into the World Series.'' 
",11.96,0.0019970917308220365,26,0.10639402618767588,0.002070893303938639,0.7028089456105759
"At that point, Strawberry stopped and laughed, probably because the 
Yankees had made it to the World Series as he expected.",12.88,0.002746943460995816,51,0.05404111280503252,0.002121525940487318,0.6396478330274047
"``I wanted 
to be there because that's what you play for,'' said Strawberry.",23.0,0.0025362275801298407,18,-0.00021467182045191693,0.0019640205712372206,0.6557478558918532
"``I 
don't think that I was ever scared.",12.88,0.001896551724137931,5,-4.388932132127891e-06,0.001095542317696576,0.5317545096177787
"It's something that I wanted to 
deal with head on.",7.36,0.000764152144336316,12,0.0052795952768109,0.001929341763354001,0.6648486910670469
I talked to Eric Davis about the chemo.,5.5200000000000005,0.0010055445669764128,18,-0.01088302542790213,0.0017017221696384545,0.690066071875914
"He said 
it's not as bad as some people say.''",18.400000000000002,0.001369204915807138,9,-0.02188147686780814,0.0017881580077975662,0.5935501423140457
"Although the discovery of cancer 
in one lymph node proved that the cancer had spread, Strawberry remained 
optimistic about his future and said, ``It didn't worry me.",28.52,0.0027197474702535624,78,-0.004054018712166549,0.0016099241390286983,0.7533592397384697
"I got 
all the information from the doctors.",2.7600000000000002,0.0009776694187390979,17,-0.0008671184214365857,0.0014403546263865592,0.605581629707127
One out of 36 is good.,24.84,0.0016657845877055648,6,-0.03707817183012713,0.0018760963712096137,0.5670446343023703
"It wasn't 
spreading.",0.0,0.0010974522945236156,6,-0.00024555122617909053,0.0012534361881050883,0.5317700929663508
It didn't run off and get crazy like cancer can.'',34.96,0.0009937688917470956,14,-0.026811895609455547,0.0018506614495121055,0.6635057582098756
"When 
Strawberry was released from the hospital in a wheelchair Friday, 
a few hundred fans who had congregated chanted, ``Darryl, Darryl.'' 
",14.72,0.0015492333740624138,78,-0.006643801606862433,0.0017903122153264247,0.7497562538233229
"Strawberry, who struggled not to cry, hugged a few nurses, thanked 
everyone for supporting him, then rose from the wheelchair and carefully 
entered a car.",14.72,0.0011118466673490516,72,-0.006311969408253481,0.0018888486904261202,0.7527925711162147
"``Wow, I never thought this day would come,'' Strawberry 
said.",12.88,0.0024761499273166982,21,-0.031152810006349434,0.0018703333599349812,0.4719627035751442
``But it has.'',0.92,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"Unlike David Wells, Saturday night's starter 
in the World Series who predicted the Yankees would throttle the Padres 
in five games, Strawberry refused to make a prediction about whether 
he will soon be getting his third World Series ring.",52.440000000000005,0.00317787477417225,124,0.07061314853936018,0.002135600733829636,0.7723144976838356
"But Strawberry, 
who is still hopeful about returning to play in 1999, sounded very 
confident in the 1998 Yankees, who are wearing his number 39 on the 
back of their caps as inspiration.",52.440000000000005,0.0014812835297806292,89,-0.015015237826374515,0.002121494928965727,0.7620288064771454
"``They look really good,'' said 
Strawberry.''",17.48,0.002934424397595186,14,-0.043347806711259686,0.001734619664807168,0.6125567464711494
"It's not going to be easy, but I think they're ready. 
",21.16,0.0009732221303886832,9,-0.007592752790526349,0.0018122494290573415,0.6215055234521583
"The best thing about making it to the World Series is you know you 
don't have to go anywhere else after that.",19.32,0.003780398907379175,20,0.12333510694523184,0.002051918711020804,0.6844457929985928
"You've made it to that 
point and then you go do the best you can do.",12.88,0.0018721643697400927,9,-0.01889658014077928,0.001984828190303054,0.44318586641404417
"That's what it's all 
about.'' 
 
",0.92,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"The New York Times said in an editorial on Saturday, Oct. 17: It is 
fitting that this most memorable of baseball seasons should conclude 
with a World Series that opens Saturday night in Yankee Stadium, the 
aging but still grand cathedral of the sport.",51.52,0.0018649725581914578,132,0.0252857336347374,0.002014200716402321,0.7751322910193247
"Bedecked in bunting 
and banners, the revered ballpark always elevates the game with its 
aura of history and accomplishment.",71.76,0.0005624674757551425,66,-0.009164254150158082,0.0016951314215644742,0.7493676579589984
"That makes it the perfect venue 
for part of a championship series that will determine whether the 
1998 Yankees are one of the greatest teams of the modern era, or just 
a talented squad that owned the regular season but folded in the World 
Series.",164.68,0.0018392545278537674,123,0.051038634719232485,0.002055804665422178,0.7723902739945828
"New Yorkers are a boisterous, boastful bunch, and the patter 
of the city this week has been loud and arrogant, or so it must seem 
to anyone venturing here from San Diego to root for the Padres.",34.96,0.0016033933285001332,79,-0.0055550076492655144,0.001780906111981567,0.5969569601346779
"The 
word on the sidewalks and in the subways is that the Padres don't 
measure up against the Yankees.",11.96,0.0016041209216830028,38,-0.015320316270377688,0.0014475916301604033,0.7178642086059813
"Sure, they have lethal starting pitchers 
in Kevin Brown and Andy Ashby, and one of the game's best closers 
in Trevor Hoffman, not to mention prolific hitters like Tony Gwynn 
and Greg Vaughn, who is hobbling but still dangerous.",83.72,0.001960872631679656,117,-0.04659241046022126,0.0018472946652080039,0.7672695883948598
"But how is that 
a match for the Yankees' World Series starting rotation of David Wells, 
Orlando Hernandez, David Cone and Andy Pettitte, bullpen flamethrower 
Mariano Rivera, plus the deepest batting order in baseball?",34.96,0.001855642446305351,139,0.019283597465987033,0.0019726183751552,0.7750949212322007
"Yet the 
truth is that Yankees fans are terrified the team will crumple.",35.88,0.0014215304567572222,34,-0.006693312671579731,0.0017976648242555506,0.7220228928355994
"Baseball 
fans, even Yankee fans, can spend a lifetime waiting to see a home 
team of historic caliber, and this Yankee team will not reach that 
sanctified status unless it ends its record-setting season by winning 
the World Series.",137.08,0.0044780339376605215,122,0.013260272727219028,0.0021333663016018536,0.7758854204373525
The doubts keep creeping up.,0.92,0.000991071173983277,10,-0.003698731891747573,0.001343952872388645,0.6215061536959463
"The team was pitiful 
at the plate through most of the playoffs.",55.2,0.0023714552769940867,23,-0.01442742589582817,0.0017456459056526981,0.4290429890970008
"Tino Martinez, the top 
run producer, has been in a numbing slump.",34.04,0.0019089162566973776,35,-0.036893585645050075,0.00184528583137165,0.6836982846066283
"Bernie Williams, the American 
League batting champ, hit well in the pennant series against the Cleveland 
Indians, but has seemed distracted by personal matters.",117.76,0.0020730964613780156,94,-0.008038663044943491,0.002069876475874598,0.4549256595496061
"Shane Spencer, 
the rookie slugging sensation of September, hasn't turned out to be 
the new Mr. October.",14.72,0.0011146734563883482,57,0.0015479260061898091,0.0018377708659808912,0.7444844444248033
Pettitte has been struggling since August.,0.0,0.0008422246407694046,22,-0.01019498384660676,0.001769540723220882,0.664125308469923
"The 
curious thing about this team, which won more games during the regular 
season than any team in American League history, is how quiet and 
unobtrusive it can be.",113.16000000000001,0.003435712505944406,77,-0.015264555725388212,0.0020664229945612316,0.7590230618954841
"It sports no dominant superstar, no swaggering 
clubhouse leader, no one who seems to belong in New York.",15.64,0.0006866892181063112,57,0.0031499023490293813,0.0017650308539029578,0.7382391824161186
"So when 
the Yankees start to drift on the field, fans tend to fear the team 
might simply fade away.",83.72,0.0011697058197341144,46,-0.029882916106647364,0.002021227551276597,0.7447104148803293
"Until the Indians surged temporarily ahead 
in the playoffs, the Yankees had faced no serious test of resiliency 
all season.",50.6,0.0012371318575799212,66,-0.03339619158007057,0.0019922149191847335,0.7482493664574922
"New Yorkers can already taste that ticker-tape parade 
up Broadway.",3.68,0.0011771260750276901,36,-0.00020548281190702617,0.001671443043098024,0.7221692136194378
"But behind every mighty cheer at the stadium Saturday 
night will lurk the fear that when the curtain falls on the season, 
an unheralded and unlegendary team from San Diego will be the one 
that is remembered. 
 
",114.08,0.0014471766750836707,96,-0.01586256196133047,0.0020247100231767586,0.7595042790466098
"YANKEES Pitching The starting pitching enabled the Yankees to advance 
past Cleveland in the American League Championship Series.",14.72,0.00364849464364888,85,-0.025044807535399286,0.0020936400277443844,0.41776261527018815
"David Wells 
is 7-1 in his career in the postseason and he should have an additional 
edge against a Padres' lineup that is generally less effective against 
left-handed pitching.",27.6,0.0018871895383940505,91,-0.035537486300297044,0.0021178762995206,0.7565619743944033
"Orlando Hernandez has four terrific pitches, 
pitched seven shutout innings in the pivotal Game 4 of the ALCS and 
earned the start in Game 2 of this series.",135.24,0.0020574355406205117,84,-0.03465163500655403,0.001967220275341017,0.5381426073048424
"David Cone should benefit 
from six days' worth of rest when he starts Game 3, as well as being 
able to pitch in warm Southern California.",57.96,0.002309418512251205,65,-0.04128369292829787,0.0021146829575359434,0.7571535828359263
"Mariano Rivera's stuff 
might be as good as it has been all year, and Mike Stanton continues 
to be a dominant postseason pitcher.",69.92,0.0017122679520377802,70,-0.02837841760569491,0.0020213457105137194,0.7506135026706008
"Reasons for concern: the erratic 
Andy Pettitte, who needs a home-plate umpire to call strikes on pitches 
low and away, and Jeff Nelson, who lost his command in his last brief 
outing.",47.84,0.0020341410088784923,93,-0.061745365145736704,0.0021318404185959646,0.7669319777732017
"Offense There were signs in the ALCS that the offense is coming 
out of its collective slump _",12.88,0.0008130979626093552,41,-0.0024105799477510065,0.00184716539118675,0.7315705709940397
"Chuck Knoblauch is getting on base consistently, 
Derek Jeter is back to driving the ball to right field and through 
the middle, Bernie Williams had three hits in Game 6, and Scott Brosius 
has been a consistent force at the bottom of the lineup.",139.84,0.0031809126904206444,125,-0.12639499084026856,0.0020512863125409847,0.5026141619560874
"But the Yankees 
do have holes: Chili Davis will be hard-pressed to catch up to the 
fastballs of Kevin Brown and Andy Ashby, and Tino Martinez's postseason 
funk is a problem.",27.6,0.002256368253991919,96,-0.04295476210426912,0.00203985752877907,0.763017399443922
"The Yankees could use a contribution from Jorge 
Posada, who will start in Games 1 and 2 and may get a chance to drive 
pitches low in the strike zone, where he can hit with power.",121.44000000000001,0.003143400541003901,78,-0.11740266959821222,0.002119115811408288,0.7629740485458879
"Defense 
The Yankees have the best defense in baseball, excellent up the middle 
with Jeter and Knoblauch, and at third with Brosius.",41.4,0.0015699529657296945,65,-0.038224831586815076,0.0018048859118847333,0.7383971491726178
"Nobody's really 
taken advantage of the fact that Williams has a poor arm in center 
field, but rest assured that Ken Caminiti, Steve Finley and Greg Vaughn 
will try.",47.84,0.002062534708139816,88,-0.061079391114730396,0.0020011089136786953,0.7662702192389161
"The Indians did expose the fact that the Yankees' pitchers 
have trouble preventing baserunners from stealing from second to third 
base.",23.92,0.001234221774645678,63,-0.02855837079571391,0.0019126227855137735,0.7471229393209597
"Baserunning The Yankees run well as they take extra bases, particularly 
Paul O'Neill, Brosius, Jeter and Knoblauch going first-to-third; Williams 
can make mistakes.",51.52,0.0029181202481868775,92,-0.07984562871879106,0.002107901045260625,0.7573498448486947
"The Yankees probably won't be able to steal against 
Kevin Brown, who has an effective slide step, but they could be aggressive 
against Andy Ashby, or the combination of Sterling Hitchcock and Jim 
Leyritz.",23.92,0.0022102754408218073,96,-0.031014847674124175,0.0019474054142369216,0.7630793804210458
"PADRES Hitting Except for Jim Leyritz, no one in the San 
Diego lineup is particularly hot or particularly frightening at the 
moment.",22.080000000000002,0.003133612644079863,52,-0.034902247326572426,0.001920039390992022,0.7490394306671072
"Tony Gwynn hasn't been as consistent as he usually is, Ken 
Caminiti and Greg Vaughn have been streaky.",3.68,0.0011594647320191825,47,-0.04368927372229909,0.0014065304160797614,0.5645410812820696
"But the Padres are a veteran 
team capable of putting the ball in play, getting runners on base 
and then moving them along, and so long as they are getting exceptional 
pitching, that's all they really need.",114.08,0.0032803438932702887,71,-0.05074043871495486,0.002115536905278751,0.6610797921940121
"Quilvio Veras, the leadoff 
hitter, is adept at drawing walks and Steve Finley, who has become 
more pull conscious in the last two years, could try to take aim at 
the right field stands in Yankee Stadium.",80.96000000000001,0.0023304132244569894,95,-0.06413854003780392,0.0020002925352389897,0.7694255868148492
"Vaughn's power could be 
a factor if the Yankees' pitchers don't jam him enough to keep him 
from leaning over the plate.",35.88,0.0013034519413898053,44,-0.03840901473706961,0.0018407730077255452,0.7372103306115959
"Pitching Kevin Brown is the best pitcher 
in this series, capable of winning three games if necessary, should 
Padres manager Bruce Bochy choose to start him in Games 1, 4 and 7. 
",149.96,0.0032184240578256554,82,-0.02008341490155077,0.0020764754994281242,0.7641412203200696
"But at some point, San Diego will need a big outing from either Andy 
Ashby or Sterling Hitchcock.",26.68,0.002236274087937105,48,-0.01784020681126442,0.0018418990702103336,0.38808566743013556
"When Ashby's right, he's hitting the 
corners with his sinking fastball and his slider, and when his command 
is suspect, he gets pounded.",36.800000000000004,0.000940806988812117,52,-0.043618351438270954,0.0017212699146356262,0.73329700260307
"Hitchcock used his split-fingered fastball 
to great effectiveness against right-handed batters in the first two 
rounds of the playoffs, but the Yankees' left-handed hitters may cause 
him some concern.",48.760000000000005,0.002041745291528118,107,-0.05946802446104535,0.0020882696620802767,0.7642918725652901
"San Diego's middle relief is the weakest aspect 
of the team, with Randy Myers and Mark Langston from the left side 
(the stuff of each has waned).",56.120000000000005,0.0013763369078364132,75,-0.02639826912339072,0.002088455993175477,0.7400139762471701
"But if a lead can be delivered into 
the hands of closer Trevor Hoffman, he'll keep it.",15.64,0.0007887597647930833,37,-0.009832020767416277,0.00197637794065058,0.7277644198197377
"Defense They mostly 
catch the ball and avoid mistakes, though they are unspectacular. 
",41.4,0.001230934019691516,41,-0.059424329057663115,0.0018892028793302909,0.7227018366793934
"Shortstop Chris Gomez and the second baseman Veras are adept at turning 
double plays, and Caminiti won a Gold Glove at third base last year; 
Wally Joyner has good hands at first; the center fielder Steve Finley 
is extremely quick in tracking down base hits and returning the ball 
to the infield.",171.12,0.003404784520331334,168,-0.07689110328968485,0.0020497607307641257,0.7823314824439667
